Est.:;Cidade:
AC ;RIO BRANCO
SP ;MOGI DAS CRUZES
MT ;DIAMANTINO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;CAMPO BELO
SP ;SÃO PAULO
SP ;ITÁPOLIS
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;HOLAMBRA
SP ;CAMPINAS
SP ;SANTOS
SP ;SÃO PAULO
SP ;CAMPINAS
PI ;TERESINA
SP ;SÃO PAULO
SP ;CAMPINAS
MS ;MUNDO NOVO
RJ ;NILÓPOLIS
SP ;GUARULHOS
SC ;VIDEIRA
SC ;SÃO JOSÉ DO CEDRO
SP ;SÃO PAULO
PR ;UMUARAMA
MG ;PARACATU
SP ;SÃO PAULO
SP ;TAUBATÉ
SP ;MOGI DAS CRUZES
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
BA ;ALAGOINHAS
SC ;TUBARÃO
SP ;RIO CLARO
RS ;GUAPORÉ
RN ;PARNAMIRIM
RJ ;SÃO JOSÉ DE UBÁ
PR ;NOVA ESPERANÇA
RJ ;CABO FRIO
ES ;MARILÂNDIA
RN ;NATAL
RJ ;TERESÓPOLIS
SP ;BARRETOS
SP ;ADAMANTINA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;LOUVEIRA
ES ;CARIACICA
MG ;IPATINGA
PR ;CURITIBA
RJ ;SAQUAREMA
SP ;VINHEDO
MG ;CARATINGA
SC ;TIJUCAS
AL ;MACEIÓ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;PASSO FUNDO
ES ;MANTENÓPOLIS
PR ;CURITIBA
MG ;JUIZ DE FORA
MG ;TEÓFILO OTONI
MG ;TIMÓTEO
BA ;MACAÚBAS
RJ ;NOVA FRIBURGO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;RIBEIRÃO PRETO
SP ;CAMPINAS
SP ;VINHEDO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;AMERICANA
SP ;SÃO PAULO
RJ ;CACHOEIRAS DE MACACU
SP ;SÃO PAULO
SP ;TAUBATÉ
RJ ;RIO DE JANEIRO
RS ;SANTA ROSA
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
MG ;SANTOS DUMONT
SP ;SÃO PAULO
SP ;ITU
MG ;BELO HORIZONTE
MG ;ENGENHEIRO CALDAS
MG ;ALFENAS
BA ;IRECÊ
SP ;SÃO PAULO
SP ;SÃO PAULO
MT ;GUARANTÃ DO NORTE
SP ;SÃO PAULO
SP ;SANTOS
RJ ;ITATIAIA
PA ;REDENÇÃO
SP ;JUNDIAÍ
SP ;CAMPINAS
SP ;CAMPINAS
GO ;ANÁPOLIS
SP ;CAMPINAS
MG ;NANUQUE
MG ;CURVELO
RO ;CACOAL
MS ;CORUMBÁ
MG ;ITAJUBÁ
SP ;HORTOLÂNDIA
SP ;PIRACICABA
BA ;SALVADOR
MG ;POUSO ALEGRE
MG ;POÇOS DE CALDAS
SP ;SÃO PAULO
SP ;HORTOLÂNDIA
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
MG ;POUSO ALEGRE
CE ;SOBRAL
RJ ;RIO DE JANEIRO
SP ;SÃO JOSÉ DOS CAMPOS
MG ;MONTE CARMELO
SP ;SÃO PAULO
SP ;SUMARÉ
MG ;FRUTAL
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;HORTOLÂNDIA
SP ;CAMPINAS
SP ;VOTORANTIM
MG ;CATAGUASES
SP ;EMBU
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;GUARULHOS
MT ;RONDONÓPOLIS
CE ;FORTALEZA
SP ;SÃO PAULO
MG ;FRUTAL
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;CAPOEIRAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;ORLÂNDIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
RJ ;CABO FRIO
MG ;POÇOS DE CALDAS
MG ;UBERLÂNDIA
SP ;SÃO PAULO
MG ;CORONEL FABRICIANO
PR ;DOIS VIZINHOS
SC ;FLORIANÓPOLIS
SP ;CAMPINAS
SP ;CAMPINAS
GO ;IPAMERI
SP ;SÃO PAULO
SC ;IBIRAMA
RS ;TRÊS COROAS
RJ ;CAMPOS DOS GOYTACAZES
PR ;LONDRINA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;AMERICANA
MG ;IPATINGA
PR ;PORTO AMAZONAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SANTO ANTÔNIO DE POSSE
SP ;CAMPINAS
SP ;SÃO PAULO
SC ;IBIRAMA
SP ;RIBEIRÃO PRETO
MG ;BELO HORIZONTE
SP ;JUNDIAÍ
SP ;CAMPINAS
SP ;SÃO PAULO
BA ;GUANAMBI
DF ;BRASÍLIA
BA ;SALVADOR
MG ;Botelhos
SP ;ARARAQUARA
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
MG ;DIVINO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;GUARULHOS
SP ;PEDREIRA
MG ;PIUMHI
MG ;CABO VERDE
SP ;SÃO PAULO
RJ ;MIGUEL PEREIRA
PR ;FRANCISCO BELTRÃO
SP ;SÃO PAULO
MT ;ALTA FLORESTA
SP ;CAMPINAS
SP ;SÃO PAULO
MT ;CUIABÁ
SP ;OSASCO
GO ;JATAÍ
GO ;CATALÃO
SP ;SUMARÉ
SP ;SÃO PAULO
SP ;VALINHOS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;GUARULHOS
SP ;SÃO PAULO
RN ;NATAL
ES ;VITÓRIA
SP ;ITAPECERICA DA SERRA
AL ;MACEIÓ
PA ;SANTARÉM
PR ;MARECHAL CÂNDIDO RONDON
PB ;CABEDELO
SP ;MOGI GUAÇU
RJ ;RIO DE JANEIRO
RS ;CRUZEIRO DO SUL
ES ;PANCAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
AL ;MACEIÓ
SP ;SÃO BERNARDO DO CAMPO
SP ;SÃO PAULO
ES ;COLATINA
RS ;LAJEADO
AP ;MACAPÁ
SC ;BALNEÁRIO CAMBORIÚ
DF ;BRASÍLIA
AM ;MANAUS
SP ;PARANAPANEMA
ES ;COLATINA
SP ;CAMPINAS
SP ;CAMPINAS
DF ;BRASÍLIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
PR ;MARINGÁ
GO ;APARECIDA DE GOIÂNIA
ES ;VITÓRIA
RS ;VACARIA
BA ;TEIXEIRA DE FREITAS
RJ ;BARRA MANSA
ES ;MARATAÍZES
ES ;ANCHIETA
ES ;GUARAPARI
ES ;CARIACICA
ES ;ICONHA
SP ;SÃO PAULO
MG ;TUPACIGUARA
SC ;BLUMENAU
SC ;BLUMENAU
RS ;MONTENEGRO
SP ;OLÍMPIA
BA ;SALVADOR
MG ;BELO HORIZONTE
MG ;CORONEL FABRICIANO
MT ;NOVA UBIRATÃ
GO ;GOIÂNIA
SE ;ARACAJU
MG ;CONTAGEM
PI ;TERESINA
MG ;IPATINGA
PR ;FOZ DO IGUAÇU
AM ;MANAUS
RS ;PELOTAS
RJ ;ITAPERUNA
RS ;CAXIAS DO SUL
GO ;ANICUNS
MA ;SÃO LUÍS
RS ;ESPUMOSO
MG ;ARAXÁ
ES ;LINHARES
ES ;MARATAÍZES
PE ;RECIFE
MS ;CAMPO GRANDE
PA ;CANAÃ DOS CARAJÁS
MG ;POÇOS DE CALDAS
ES ;BARRA DE SÃO FRANCISCO
SP ;SÃO PAULO
SP ;RIBEIRÃO PRETO
SP ;LARANJAL PAULISTA
SE ;ARACAJU
PR ;QUERÊNCIA DO NORTE
SP ;SÃO PAULO
ES ;ALEGRE
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SANTO ANDRÉ
ES ;COLATINA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
BA ;FEIRA DE SANTANA
SP ;SÃO JOSÉ DO RIO PRETO
RS ;BENTO GONÇALVES
SP ;CÂNDIDO MOTA
PR ;NOVA AURORA
RS ;PARECI NOVO
SP ;SÃO PAULO
SC ;Campo Erê
MG ;AIMORÉS
MG ;MONTES CLAROS
SP ;SÃO PAULO
PR ;Arapoti
SP ;CAMPINAS
RS ;JÚLIO DE CASTILHOS
MT ;PONTES E LACERDA
MG ;TIMÓTEO
RJ ;NOVA FRIBURGO
AL ;ARAPIRACA
SP ;CAMPINAS
SC ;Orleans
RS ;ALEGRETE
RS ;Lajeado
SP ;RIBEIRÃO PRETO
MS ;IGUATEMI
RN ;NATAL
MG ;Além Paraíba
SC ;Imbituba
SP ;SÃO PAULO
SC ;CRICIÚMA
PR ;UMUARAMA
DF ;BRASÍLIA
SP ;ITAÍ
MG ;POUSO ALEGRE
SC ;BALNEÁRIO CAMBORIÚ
SP ;RIBEIRÃO PRETO
MT ;Matupá
SP ;MARÍLIA
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
DF ;BRASÍLIA
ES ;ALEGRE
MT ;VÁRZEA GRANDE
SP ;SÃO PAULO
PR ;CAMPO MOURÃO
SE ;NOSSA SENHORA DAS DORES
SP ;PIRACICABA
SP ;LINS
SP ;SÃO PAULO
ES ;CACHOEIRO DE ITAPEMIRIM
SP ;CAMPINAS
DF ;BRASÍLIA
SP ;SÃO PAULO
SP ;CAMPINAS
RS ;CAXIAS DO SUL
RJ ;RIO DE JANEIRO
MA ;BALSAS
RS ;SÃO BORJA
ES ;VITÓRIA
ES ;SANTA LEOPOLDINA
GO ;POSSE
RJ ;RIO DE JANEIRO
AL ;SANTANA DO IPANEMA
RS ;CACHOEIRA DO SUL
SP ;NOVA ODESSA
MG ;SANTOS DUMONT
SP ;SÃO PAULO
SP ;SÃO JOSÉ DO RIO PRETO
BA ;SALVADOR
PE ;OURICURI
RS ;CAXIAS DO SUL
SP ;BOTUCATU
MG ;BELO HORIZONTE
BA ;JACOBINA
SE ;ARACAJU
ES ;VILA VELHA
SP ;BOTUCATU
MS ;CAMPO GRANDE
SP ;SÃO PAULO
CE ;FORTALEZA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
PR ;IPORÃ
DF ;BRASÍLIA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
TO ;PALMAS
ES ;CARIACICA
PB ;PRINCESA ISABEL
SE ;ITABAIANA
MG ;SÃO LOURENÇO
SP ;SÃO CARLOS
PR ;LONDRINA
PR ;MANDAGUARI
PA ;BELÉM
DF ;BRASÍLIA
MG ;IPATINGA
MA ;SÃO LUÍS
SC ;BALNEÁRIO CAMBORIÚ
GO ;CERES
SE ;ITABAIANA
CE ;QUIXERAMOBIM
SP ;SÃO PAULO
SE ;ITABAIANA
SP ;CAMPINAS
ES ;GUARAPARI
SP ;CAMPINAS
SC ;BALNEARIO CAMBORIU
PB ;JOÃO PESSOA
ES ;IÚNA
SE ;ITABAIANA
GO ;GOIÂNIA
SP ;CAMPINAS
MG ;PARAGUAÇU
RN ;NATAL
SP ;SUZANO
SP ;SÃO PAULO
RJ ;BOM JESUS DO ITABAPOANA
MG ;INCONFIDENTES
PR ;CAMPO MOURÃO
AL ;ARAPIRACA
PE ;GARANHUNS
RJ ;NITERÓI
MS ;FÁTIMA DO SUL
GO ;GOIÂNIA
RS ;SÃO LEOPOLDO
PB ;GUARABIRA
RJ ;SÃO GONÇALO
SP ;SÃO PAULO
CE ;FORTALEZA
RJ ;SÃO JOÃO DA BARRA
RN ;CEARÁ-MIRIM
BA ;JUAZEIRO
MG ;CAMPO BELO
BA ;BOM JESUS DA LAPA
AC ;RIO BRANCO
MG ;TOCANTINS
SP ;SANTOS
SP ;PAULÍNIA
ES ;VILA VELHA
MG ;BOTELHOS
PR ;LONDRINA
MG ;BOTELHOS
MG ;BOTELHOS
RO ;JI-PARANÁ
ES ;VILA VELHA
MG ;JACUTINGA
DF ;BRASÍLIA
SP ;SÃO PAULO
MG ;CABO VERDE
SP ;CAMPINAS
SP ;CAMPINAS
SP ;VALINHOS
ES ;BARRA DE SÃO FRANCISCO
PR ;APUCARANA
ES ;ALEGRE
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;PORTO FERREIRA
SP ;SÃO PAULO
MG ;BOTELHOS
MG ;BOTELHOS
MG ;UNAÍ
SP ;CAMPINAS
SP ;HOLAMBRA
SP ;ITATIBA
RJ ;CAMPOS DOS GOYTACAZES
TO ;PALMAS
SP ;MARÍLIA
RN ;SÃO MIGUEL
PR ;UNIÃO DA VITÓRIA
DF ;BRASÍLIA
SP ;SÃO PAULO
ES ;VILA VELHA
MG ;PASSOS
RJ ;SAQUAREMA
RS ;NOVA HARTZ
BA ;ILHÉUS
PR ;MARINGÁ
RO ;BURITIS
SP ;SÃO PAULO
ES ;VILA VELHA
PR ;MARINGÁ
MG ;OURO BRANCO
SP ;SÃO PAULO
MG ;BOTELHOS
SP ;PIRACICABA
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;DIADEMA
SP ;SANTOS
SP ;SÃO PAULO
SP ;SÃO PAULO
BA ;LAURO DE FREITAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO JOSÉ DOS CAMPOS
ES ;VILA VELHA
SP ;CAMPINAS
MS ;PARANAÍBA
SP ;CAMPINAS
SP ;SÃO PAULO
MG ;BANDEIRA DO SUL
SP ;SÃO PAULO
SP ;CAMPINAS
MG ;BELO HORIZONTE
sp ;SÃO PAULO
PR ;FRANCISCO BELTRÃO
AL ;MARECHAL DEODORO
SP ;GUARUJÁ
SP ;SÃO PAULO
SP ;CAMPINAS
MG ;POÇOS DE CALDAS
MG ;POUSO ALEGRE
MG ;POUSO ALEGRE
MG ;BELO HORIZONTE
SP ;CAMPINAS
RS ;PORTO ALEGRE
SP ;SÃO PAULO
MG ;ITAPAGIPE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;BOTELHOS
SP ;CAMPINAS
SP ;CAMPINAS
GO ;GOIÂNIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;GUAÍRA
SE ;LAGARTO
MG ;BELO HORIZONTE
MT ;DIAMANTINO
SP ;ITATIBA
RJ ;RIO DE JANEIRO
GO ;TRINDADE
DF ;BRASÍLIA
MG ;ITUIUTABA
SP ;SÃO PAULO
MS ;PONTA PORÃ
SP ;NOVO HORIZONTE
MG ;POÇOS DE CALDAS
SP ;SÃO PAULO
SP ;CAMPINAS
PA ;SANTARÉM
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;PORTO ALEGRE
MG ;UBERLÂNDIA
SP ;SÃO PAULO
MG ;MACHADO
SP ;COTIA
SP ;SÃO PAULO
MG ;TOMBOS
SP ;CAMPINAS
SP ;CAMPINAS
RJ ;NITERÓI
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
PR ;FOZ DO IGUAÇU
MT ;CUIABÁ
SP ;HOLAMBRA
PE ;CAMARAGIBE
SP ;CAMPINAS
ES ;VILA VELHA
SC ;JARAGUÁ DO SUL
PE ;RECIFE
SP ;SÃO PAULO
PE ;BOM CONSELHO
ES ;ANCHIETA
SP ;SÃO PAULO
SP ;OSASCO
PR ;MANDAGUAÇU
ES ;VILA VELHA
SC ;LUIZ ALVES
AP ;MACAPÁ
SC ;TURVO
SP ;CAMPINAS
SC ;BALNEÁRIO CAMBORIÚ
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;DIVINÓPOLIS
RS ;PORTO ALEGRE
MT ;ÁGUA BOA
PR ;GUARAPUAVA
PR ;MARINGÁ
MG ;BELO HORIZONTE
SP ;SÃO PAULO
PR ;MARINGÁ
ES ;IÚNA
RJ ;NOVA IGUAÇU
SP ;PALMEIRA DO OESTE
PR ;CURITIBA
SP ;SÃO PAULO
SP ;CAMPINAS
BA ;SALVADOR
AP ;MACAPÁ
DF ;BRASÍLIA
MG ;UNAÍ
SC ;BLUMENAU
SP ;SÃO PAULO
MG ;BOTELHOS
MG ;LUZ
DF ;BRASÍLIA
SP ;ITAPETININGA
DF ;BRASÍLIA
MG ;JOÃO PINHEIRO
SC ;JOINVILLE
PR ;GUARAPUAVA
PE ;SURUBIM
SP ;SÃO PAULO
SP ;BAURU
SC ;CRICIÚMA
MG ;IPATINGA
SP ;SÃO PAULO
MG ;BELO HORIZONTE
SP ;ARARAQUARA
SP ;SÃO PAULO
SP ;SANTA BÁRBARA D'OESTE
SP ;INDAIATUBA
PR ;MARINGÁ
SP ;CAMPINAS
SP ;BARUERI
SP ;LEME
SP ;CAMPINAS
MG ;POÇOS DE CALDAS
SP ;SÃO PAULO
SP ;ORLÂNDIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO BERNARDO DO CAMPO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;VALINHOS
SP ;CAMPINAS
PR ;JAPURÁ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;ABRE CAMPO
MG ;GOVERNADOR VALADARES
RS ;SÃO LEOPOLDO
SC ;FLORIANÓPOLIS
SP ;SÃO PAULO
SP ;MATÃO
ES ;LINHARES
SP ;MAUÁ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
ES ;ÁGUIA BRANCA
MA ;IMPERATRIZ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
RJ ;ITAPERUNA
SP ;SÃO BERNARDO DO CAMPO
BA ;LIVRAMENTO DE NOSSA SENHORA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
GO ;BELA VISTA DE GOIÁS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;JUNDIAÍ
PR ;CURITIBA
SP ;SÃO PAULO
RJ ;CAMPOS DOS GOYTACAZES
AP ;MACAPÁ
SP ;SÃO PAULO
SP ;PORTO FERREIRA
MG ;POÇOS DE CALDAS
SC ;TREZE TÍLIAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;HORTOLÂNDIA
MG ;GUAXUPÉ
MG ;DONA EUZÉBIA
SP ;OSASCO
CE ;FORTALEZA
RJ ;SÃO PEDRO DA ALDEIA
SP ;JUNDIAÍ
RS ;CACHOEIRINHA
SP ;CAMPINAS
SP ;CAMPINAS
SP ;PIRASSUNUNGA
SP ;SÃO PAULO
RS ;ARROIO DO SAL
AL ;MACEIÓ
SP ;BAURU
BA ;TEIXEIRA DE FREITAS
RS ;ANTÔNIO PRADO
RJ ;CAMPOS DOS GOYTACAZES
RJ ;PARAÍBA DO SUL
RJ ;TRÊS RIOS
BA ;FEIRA DE SANTANA
GO ;ANÁPOLIS
MS ;MUNDO NOVO
SP ;SANTOS
PR ;CÉU AZUL
PR ;ARAPONGAS
SP ;SÃO CAETANO DO SUL
MG ;BELO HORIZONTE
AL ;MACEIÓ
RS ;PORTO ALEGRE
GO ;MINEIROS
MS ;CORUMBÁ
SE ;NOSSA SENHORA DA GLÓRIA
DF ;BRASÍLIA
SC ;NAVEGANTES
PR ;PONTA GROSSA
GO ;CALDAS NOVAS
SP ;SANTOS
MT ;ÁGUA BOA
RJ ;RESENDE
SP ;ITAPECERICA DA SERRA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
RJ ;RIO DE JANEIRO
BA ;Jaguaquara
MG ;BELO HORIZONTE
PR ;ARAPONGAS
GO ;CAÇU
ES ;LINHARES
RJ ;TRAJANO DE MORAIS
PR ;CASCAVEL
CE ;MARACANAÚ
MG ;JUIZ DE FORA
GO ;ITUMBIARA
SP ;SUMARÉ
PE ;BOM CONSELHO
MG ;ITABIRINHA
PR ;MARINGÁ
SP ;BARUERI
GO ;GOIÂNIA
SP ;SÃO PAULO
RJ ;MARICÁ
SP ;INDAIATUBA
CE ;JUAZEIRO DO NORTE
RR ;BOA VISTA
MG ;IPATINGA
RR ;BOA VISTA
MT ;CUIABÁ
RN ;MOSSORÓ
SC ;JOINVILLE
GO ;GOIÂNIA
RO ;PIMENTA BUENO
RJ ;CABO FRIO
PB ;JERICÓ
RO ;CACOAL
SP ;SÃO PAULO
ES ;Ecoporanga
SP ;CAMPINAS
SP ;CAMPINAS
SP ;ITU
MG ;GOVERNADOR VALADARES
GO ;CIDADE OCIDENTAL
RJ ;RIO DE JANEIRO
SP ;CAMPINAS
RJ ;RIO DE JANEIRO
MG ;ABAETÉ
PB ;JOÃO PESSOA
MG ;MANHUAÇU
RS ;PORTO ALEGRE
SP ;SÃO JOSÉ DO RIO PRETO
SE ;ARACAJU
SP ;SÃO PAULO
MG ;POÇOS DE CALDAS
MS ;CAMPO GRANDE
SP ;CATANDUVA
MG ;SACRAMENTO
SP ;DIADEMA
PR ;CASTRO
BA ;MACAÚBAS
SP ;SUMARÉ
MA ;ESTREITO
PA ;BRAGANÇA
PA ;CASTANHAL
SC ;BLUMENAU
SP ;SÃO PAULO
RN ;MOSSORÓ
SP ;SÃO PAULO
MG ;CORONEL FABRICIANO
MG ;VIÇOSA
MS ;CAMPO GRANDE
MT ;CUIABÁ
GO ;Santa Helena de Goiás
DF ;BRASÍLIA
SP ;SÃO PAULO
PR ;UMUARAMA
MG ;BOA ESPERANÇA
PR ;PORECATU
SP ;BAURU
MG ;BANDEIRA DO SUL
BA ;SEABRA
SP ;SÃO PAULO
SP ;VINHEDO
AM ;MANAUS
AL ;MACEIÓ
SP ;CAMPINAS
ES ;VILA VELHA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
PA ;BELÉM
PR ;FOZ DO IGUAÇU
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;JAÚ
RS ;MARAU
GO ;RIO VERDE
MS ;COSTA RICA
SP ;PRESIDENTE PRUDENTE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;ARARAQUARA
SC ;FLORIANÓPOLIS
SP ;SÃO PAULO
MG ;PATOS DE MINAS
SP ;SÃO PAULO
MT ;TANGARÁ DA SERRA
SE ;AQUIDABÃ
SP ;CAMPINAS
MG ;LAGOA DA PRATA
BA ;SALVADOR
RJ ;CAMPOS DOS GOYTACAZES
PB ;JOÃO PESSOA
RN ;PAU DOS FERROS
GO ;JATAÍ
SP ;IGARAPAVA
SP ;SÃO PAULO
SP ;SANTOS
RS ;CRUZ ALTA
PE ;RECIFE
BA ;MACAÚBAS
RJ ;CABO FRIO
PE ;RECIFE
MG ;MARIANA
BA ;JEQUIÉ
BA ;REMANSO
AL ;MACEIÓ
SC ;ORLEANS
RS ;RIO GRANDE
DF ;TAGUATINGA
SP ;SÃO PAULO
MG ;SANTA RITA DO SAPUCAÍ
ES ;CACHOEIRO DE ITAPEMIRIM
BA ;CANDEIAS
PB ;PATOS
AL ;MACEIÓ
SC ;CORUPÁ
SP ;CAMPINAS
MA ;SÃO LUÍS
PB ;CAMPINA GRANDE
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
ES ;SÃO MATEUS
SP ;AGUDOS
SP ;SÃO PAULO
BA ;JACOBINA
MG ;JANUÁRIA
RS ;SÃO LEOPOLDO
PR ;ROLÂNDIA
RS ;CAPÃO DA CANOA
GO ;PIRES DO RIO
RS ;PORTO ALEGRE
MG ;BELO HORIZONTE
MG ;TRÊS PONTAS
RJ ;SAQUAREMA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;SÃO PAULO
DF ;BRASÍLIA
MG ;CARMO DO RIO CLARO
MG ;IBIRITÉ
SP ;GUARATINGUETÁ
CE ;FORTALEZA
SP ;ATIBAIA
ES ;SÃO MATEUS
SP ;SÃO JOSÉ DO RIO PRETO
MG ;SANTOS DUMONT
RJ ;RIO DE JANEIRO
SE ;MOITA BONITA
SP ;SÃO PAULO
SC ;PORTO BELO
MT ;TERRA NOVA DO NORTE
MG ;LAVRAS
PR ;PONTA GROSSA
MA ;SÃO LUÍS
MT ;SINOP
SP ;MORUNGABA
SP ;BOTUCATU
SC ;ITAJAÍ
RS ;IMBÉ
SP ;PIRACICABA
SP ;TREMEMBÉ
PA ;BELÉM
GO ;GOIÂNIA
SP ;SÃO CARLOS
BA ;PORTO SEGURO
DF ;Brasília
SP ;PIRACAIA
SP ;APARECIDA
SP ;SÃO PAULO
SP ;PARAGUAÇU PAULISTA
BA ;FEIRA DE SANTANA
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;RIO DO SUL
MG ;CARMO DO RIO CLARO
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO BERNARDO DO CAMPO
SP ;SÃO PAULO
SP ;SUMARÉ
SP ;CAMPINAS
MG ;BELO HORIZONTE
SP ;CAMPINAS
SP ;SÃO JOSÉ DOS CAMPOS
SP ;SÃO PAULO
SP ;CAMPOS DO JORDÃO
SP ;DIADEMA
RJ ;NOVA IGUAÇU
SP ;SÃO PAULO
SP ;SÃO PAULO
SE ;ARACAJU
MG ;BOTELHOS
BA ;REMANSO
BA ;SALVADOR
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;UBERLÂNDIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PA ;BELÉM
SP ;SÃO PAULO
SP ;CAMPINAS
ES ;ARACRUZ
SC ;FORQUILHINHA
SP ;SÃO PAULO
MS ;MARACAJÚ
SC ;IMBITUBA
MG ;BOTELHOS
GO ;MORRINHOS
PR ;CURITIBA
ES ;VILA VELHA
ES ;SERRA
RJ ;NOVA FRIBURGO
ES ;SANTA MARIA DE JETIBÁ
SP ;SÃO PAULO
DF ;BRASÍLIA
ES ;COLATINA
BA ;CACHOEIRA
SP ;CAMPINAS
ES ;PINHEIROS
PA ;MARITUBA
SC ;LAGES
SP ;SÃO PAULO
SC ;BOMBINHAS
RJ ;DUQUE DE CAXIAS
MG ;BELO HORIZONTE
MG ;PATROCÍNIO
SP ;OSASCO
ES ;LINHARES
SP ;SÃO SEBASTIÃO
MS ;DOURADOS
SP ;BARUERI
SP ;SÃO PAULO
PR ;ARAPONGAS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
SP ;SÃO PAULO
MT ;ALTA FLORESTA
SP ;SÃO PAULO
SP ;SÃO PAULO
